,date,day_quarter,kwh
26695,9/2016,2.0,9607780538.0
26696,9/2016,2.0,9608396541.0
26697,9/2016,3.0,9609012585.0
26698,9/2016,3.0,9609628664.0
26699,9/2016,3.0,9610244774.0
26700,9/2016,3.0,9610860913.0
26701,9/2016,3.0,9611477081.0
26702,9/2016,1.0,9612093292.0
26703,9/2016,1.0,9612709533.0
26704,9/2016,1.0,9613325807.0
26705,9/2016,1.0,9613942115.0
26706,9/2016,1.0,9614558458.0
26707,9/2016,1.0,9615174841.0
26708,9/2016,1.0,9615791267.0
26709,9/2016,1.0,9616407739.0
26710,9/2016,1.0,9617024256.0
26711,9/2016,1.0,9617640823.0
26712,9/2016,1.0,9618257444.0
26713,9/2016,1.0,9618874119.0
26714,9/2016,1.0,9619490850.0
26715,9/2016,1.0,9620107634.0
26716,9/2016,1.0,9620724473.0
26717,9/2016,1.0,9621341366.0
26718,9/2016,1.0,9621958313.0
26719,9/2016,1.0,9622575314.0
26720,9/2016,1.0,9623192371.0
26721,9/2016,1.0,9623809480.0
26722,9/2016,2.0,9624426639.0
26723,9/2016,2.0,9625043846.0
26724,9/2016,2.0,9625661097.0
26725,9/2016,2.0,9626278392.0
26726,9/2016,2.0,9626895732.0
26727,9/2016,2.0,9627513123.0
26728,9/2016,2.0,9628130566.0
26729,9/2016,2.0,9628748060.0
26730,9/2016,2.0,9629365607.0
26731,9/2016,2.0,9629983210.0
26732,9/2016,2.0,9630600870.0
26733,9/2016,2.0,9631218588.0
26734,9/2016,2.0,9631836359.0
26735,9/2016,2.0,9632454180.0
26736,9/2016,2.0,9633072053.0
26737,9/2016,2.0,9633689981.0
26738,9/2016,2.0,9634307965.0
26739,9/2016,2.0,9634926002.0
26740,9/2016,3.0,9635544095.0
26741,9/2016,3.0,9636162243.0
26742,9/2016,3.0,9636780441.0
26743,9/2016,3.0,9637398683.0
26744,9/2016,3.0,9638016966.0
26745,9/2016,3.0,9638635288.0
26746,9/2016,3.0,9639253649.0
26747,9/2016,3.0,9639872048.0
26748,9/2016,3.0,9640490480.0
26749,9/2016,3.0,9641108943.0
26750,9/2016,3.0,9641727433.0
26751,9/2016,3.0,9642345947.0
26752,9/2016,3.0,9642964481.0
26753,9/2016,2.0,9643583026.0
26754,9/2016,2.0,9644201590.0
26755,9/2016,1.0,9644820178.0
26756,9/2016,1.0,9645438797.0
26757,9/2016,1.0,9646057448.0
26758,9/2016,1.0,9646676136.0
26759,9/2016,1.0,9647294865.0
26760,9/2016,1.0,9647913639.0
26761,9/2016,1.0,9648532464.0
26762,9/2016,1.0,9649151344.0
26763,9/2016,1.0,9649770285.0
26764,9/2016,1.0,9650389288.0
26765,9/2016,1.0,9651008355.0
26766,9/2016,1.0,9651627487.0
26767,9/2016,1.0,9652246716.0
26768,9/2016,1.0,9652866043.0
26769,9/2016,1.0,9653485465.0
26770,9/2016,1.0,9654104979.0
26771,9/2016,1.0,9654724581.0
26772,9/2016,1.0,9655344281.0
26773,9/2016,1.0,9655964077.0
26774,9/2016,1.0,9656583964.0
26775,9/2016,1.0,9657203937.0
26776,9/2016,2.0,9657823992.0
26777,9/2016,2.0,9658444120.0
26778,9/2016,2.0,9659064311.0
26779,9/2016,2.0,9659684559.0
26780,9/2016,2.0,9660304868.0
26781,9/2016,2.0,9660925243.0
26782,9/2016,2.0,9661545688.0
26783,9/2016,2.0,9662166206.0
26784,9/2016,2.0,9662786798.0
26785,9/2016,2.0,9663407471.0
26786,9/2016,2.0,9664028230.0
26787,9/2016,2.0,9664649073.0
26788,9/2016,2.0,9665269999.0
26789,9/2016,2.0,9665891018.0
26790,9/2016,2.0,9666512127.0
26791,9/2016,2.0,9667133323.0
26792,9/2016,2.0,9667754605.0
26793,9/2016,3.0,9668375969.0
26794,9/2016,3.0,9668997412.0
26795,9/2016,3.0,9669618925.0
26796,9/2016,3.0,9670240502.0
26797,9/2016,3.0,9670862145.0
26798,9/2016,3.0,9671483854.0
26799,9/2016,3.0,9672105622.0
26800,9/2016,3.0,9672727446.0
26801,9/2016,3.0,9673349326.0
26802,9/2016,3.0,9673971259.0
26803,9/2016,3.0,9674593240.0
26804,9/2016,3.0,9675215254.0
26805,9/2016,3.0,9675837297.0
26806,9/2016,2.0,9676459351.0
26807,9/2016,2.0,9677081420.0
26808,9/2016,1.0,9677703514.0
26809,9/2016,1.0,9678325638.0
26810,9/2016,1.0,9678947793.0
26811,9/2016,1.0,9679569982.0
26812,9/2016,1.0,9680192208.0
26813,9/2016,1.0,9680814475.0
26814,9/2016,1.0,9681436787.0
26815,9/2016,1.0,9682059147.0
26816,9/2016,1.0,9682681557.0
26817,9/2016,1.0,9683304018.0
26818,9/2016,1.0,9683926535.0
26819,9/2016,1.0,9684549113.0
26820,9/2016,1.0,9685171751.0
26821,9/2016,1.0,9685794446.0
26822,9/2016,1.0,9686417203.0
26823,9/2016,1.0,9687040021.0
26824,9/2016,1.0,9687662899.0
26825,9/2016,1.0,9688285838.0
26826,9/2016,1.0,9688908839.0
26827,9/2016,1.0,9689531899.0
26828,9/2016,1.0,9690155014.0
26829,9/2016,1.0,9690778177.0
26830,9/2016,2.0,9691401384.0
26831,9/2016,2.0,9692024637.0
26832,9/2016,2.0,9692647933.0
26833,9/2016,2.0,9693271233.0
26834,9/2016,2.0,9693894576.0
26835,9/2016,2.0,9694517970.0
26836,9/2016,2.0,9695141414.0
26837,9/2016,2.0,9695764912.0
26838,9/2016,2.0,9696388465.0
26839,9/2016,2.0,9697012076.0
26840,9/2016,2.0,9697635745.0
26841,9/2016,2.0,9698259474.0
26842,9/2016,2.0,9698883261.0
26843,9/2016,2.0,9699507108.0
26844,9/2016,2.0,9700131012.0
26845,9/2016,2.0,9700754971.0
26846,9/2016,2.0,9701378983.0
26847,9/2016,3.0,9702003049.0
26848,9/2016,3.0,9702627168.0
26849,9/2016,3.0,9703251337.0
26850,9/2016,3.0,9703875555.0
26851,9/2016,3.0,9704499818.0
26852,9/2016,3.0,9705124121.0
26853,9/2016,3.0,9705748461.0
26854,9/2016,3.0,9706372837.0
26855,9/2016,3.0,9706997245.0
26856,9/2016,3.0,9707621682.0
26857,9/2016,3.0,9708246146.0
26858,9/2016,3.0,9708870633.0
26859,9/2016,3.0,9709495143.0
26860,9/2016,2.0,9710119675.0
26861,9/2016,2.0,9710744225.0
26862,9/2016,1.0,9711368800.0
26863,9/2016,1.0,9711993401.0
26864,9/2016,1.0,9712618031.0
26865,9/2016,1.0,9713242692.0
26866,9/2016,1.0,9713867388.0
26867,9/2016,1.0,9714492124.0
26868,9/2016,1.0,9715116906.0
26869,9/2016,1.0,9715741736.0
26870,9/2016,1.0,9716366616.0
26871,9/2016,1.0,9716991543.0
26872,9/2016,1.0,9717616553.0
26873,9/2016,1.0,9718241651.0
26874,9/2016,1.0,9718866831.0
26875,9/2016,1.0,9719492093.0
26876,9/2016,1.0,9720117438.0
26877,9/2016,1.0,9720742868.0
26878,9/2016,1.0,9721368377.0
26879,9/2016,1.0,9721993972.0
26880,9/2016,1.0,9722619658.0
26881,9/2016,1.0,9723245434.0
26882,9/2016,1.0,9723871299.0
26883,9/2016,2.0,9724497242.0
26884,9/2016,2.0,9725123252.0
26885,9/2016,2.0,9725749324.0
26886,9/2016,2.0,9726375452.0
26887,9/2016,2.0,9727001646.0
26888,9/2016,2.0,9727627916.0
26889,9/2016,2.0,9728254264.0
26890,9/2016,2.0,9728880693.0
26891,9/2016,2.0,9729507206.0
26892,9/2016,2.0,9730133797.0
26893,9/2016,2.0,9730760464.0
26894,9/2016,2.0,9731387202.0
26895,9/2016,2.0,9732014007.0
26896,9/2016,2.0,9732640880.0
26897,9/2016,2.0,9733267825.0
26898,9/2016,2.0,9733894843.0
26899,9/2016,2.0,9734521939.0
26900,9/2016,3.0,9735149114.0
26901,9/2016,3.0,9735776369.0
26902,9/2016,3.0,9736403699.0
26903,9/2016,3.0,9737031104.0
26904,9/2016,3.0,9737658581.0
26905,9/2016,3.0,9738286127.0
26906,9/2016,3.0,9738913738.0
26907,9/2016,3.0,9739541404.0
26908,9/2016,3.0,9740169117.0
26909,9/2016,3.0,9740796873.0
26910,9/2016,3.0,9741424665.0
26911,9/2016,3.0,9742052488.0
26912,9/2016,2.0,9742680342.0
26913,9/2016,2.0,9743308211.0
26914,9/2016,1.0,9743936098.0
26915,9/2016,1.0,9744564011.0
26916,9/2016,1.0,9745191955.0
26917,9/2016,1.0,9745819935.0
26918,9/2016,1.0,9746447953.0
26919,9/2016,1.0,9747076012.0
26920,9/2016,1.0,9747704117.0
26921,9/2016,1.0,9748332269.0
26922,9/2016,1.0,9748960469.0
26923,9/2016,1.0,9749588716.0
26924,9/2016,1.0,9750217010.0
26925,9/2016,1.0,9750845353.0
26926,9/2016,1.0,9751473747.0
26927,9/2016,1.0,9752102193.0
26928,9/2016,1.0,9752730692.0
26929,9/2016,1.0,9753359244.0
26930,9/2016,1.0,9753987850.0
26931,9/2016,1.0,9754616510.0
26932,9/2016,1.0,9755245222.0
26933,9/2016,1.0,9755873985.0
26934,9/2016,1.0,9756502798.0
26935,9/2016,1.0,9757131660.0
26936,9/2016,2.0,9757760567.0
26937,9/2016,2.0,9758389518.0
26938,9/2016,2.0,9759018512.0
26939,9/2016,2.0,9759647548.0
26940,9/2016,2.0,9760276627.0
26941,9/2016,2.0,9760905751.0
26942,9/2016,2.0,9761534924.0
26943,9/2016,2.0,9762164150.0
26944,9/2016,2.0,9762793430.0
26945,9/2016,2.0,9763422765.0
26946,9/2016,2.0,9764052152.0
26947,9/2016,2.0,9764681590.0
26948,9/2016,2.0,9765311079.0
26949,9/2016,2.0,9765940616.0
26950,9/2016,2.0,9766570199.0
26951,9/2016,2.0,9767199827.0
26952,9/2016,2.0,9767829499.0
26953,9/2016,3.0,9768459213.0
26954,9/2016,3.0,9769088968.0
26955,9/2016,3.0,9769718762.0
26956,10/2016,1.0,9770348599.0
26957,10/2016,1.0,9770978473.0
26958,10/2016,1.0,9771608386.0
26959,10/2016,1.0,9772238341.0
26960,10/2016,1.0,9772868339.0
26961,10/2016,1.0,9773498384.0
26962,10/2016,1.0,9774128478.0
26963,10/2016,1.0,9774758621.0
26964,10/2016,1.0,9775388810.0
26965,10/2016,1.0,9776019045.0
26966,10/2016,1.0,9776649326.0
26967,10/2016,1.0,9777279652.0
26968,10/2016,1.0,9777910024.0
26969,10/2016,1.0,9778540441.0
26970,10/2016,1.0,9779170904.0
26971,10/2016,1.0,9779801412.0
26972,10/2016,1.0,9780431961.0
26973,10/2016,1.0,9781062550.0
26974,10/2016,2.0,9781693177.0
26975,10/2016,2.0,9782323841.0
26976,10/2016,2.0,9782954548.0
26977,10/2016,2.0,9783585301.0
26978,10/2016,2.0,9784216099.0
26979,10/2016,2.0,9784846944.0
26980,10/2016,2.0,9785477837.0
26981,10/2016,2.0,9786108778.0
26982,10/2016,2.0,9786739768.0
26983,10/2016,2.0,9787370807.0
26984,10/2016,2.0,9788001897.0
26985,10/2016,2.0,9788633037.0
26986,10/2016,2.0,9789264226.0
26987,10/2016,2.0,9789895463.0
26988,10/2016,2.0,9790526748.0
26989,10/2016,2.0,9791158079.0
26990,10/2016,2.0,9791789454.0
26991,10/2016,3.0,9792420870.0
26992,10/2016,3.0,9793052328.0
26993,10/2016,3.0,9793683826.0
26994,10/2016,3.0,9794315363.0
26995,10/2016,3.0,9794946932.0
26996,10/2016,3.0,9795578533.0
26997,10/2016,3.0,9796210164.0
26998,10/2016,3.0,9796841823.0
26999,10/2016,3.0,9797473508.0
27000,10/2016,3.0,9798105201.0
27001,10/2016,3.0,9798736894.0
27002,10/2016,3.0,9799368587.0
27003,10/2016,3.0,9800000280.0
27004,10/2016,1.0,9800631992.0
27005,10/2016,1.0,9801263746.0
27006,10/2016,1.0,9801895541.0
27007,10/2016,1.0,9802527381.0
27008,10/2016,1.0,9803159266.0
27009,10/2016,1.0,9803791198.0
27010,10/2016,1.0,9804423176.0
27011,10/2016,1.0,9805055201.0
27012,10/2016,1.0,9805687273.0
27013,10/2016,1.0,9806319393.0
27014,10/2016,1.0,9806951558.0
27015,10/2016,1.0,9807583767.0
27016,10/2016,1.0,9808216020.0
27017,10/2016,1.0,9808848316.0
27018,10/2016,1.0,9809480655.0
27019,10/2016,2.0,9810113035.0
27020,10/2016,2.0,9810745455.0
27021,10/2016,2.0,9811377913.0
27022,10/2016,2.0,9812010409.0
27023,10/2016,2.0,9812642945.0
27024,10/2016,2.0,9813275523.0
27025,10/2016,2.0,9813908140.0
27026,10/2016,2.0,9814540802.0
27027,10/2016,2.0,9815173511.0
27028,10/2016,2.0,9815806268.0
27029,10/2016,2.0,9816439070.0
27030,10/2016,2.0,9817071916.0
27031,10/2016,2.0,9817704806.0
27032,10/2016,2.0,9818337740.0
27033,10/2016,2.0,9818970716.0
27034,10/2016,2.0,9819603733.0
27035,10/2016,2.0,9820236790.0
27036,10/2016,3.0,9820869889.0
27037,10/2016,3.0,9821503028.0
27038,10/2016,3.0,9822136205.0
27039,10/2016,3.0,9822769417.0
27040,10/2016,3.0,9823402664.0
27041,10/2016,3.0,9824035939.0
27042,10/2016,3.0,9824669243.0
27043,10/2016,3.0,9825302573.0
27044,10/2016,3.0,9825935929.0
27045,10/2016,3.0,9826569305.0
27046,10/2016,3.0,9827202681.0
27047,10/2016,3.0,9827836057.0
27048,10/2016,3.0,9828469433.0
27049,10/2016,1.0,9829102834.0
27050,10/2016,1.0,9829736278.0
27051,10/2016,1.0,9830369766.0
27052,10/2016,1.0,9831003299.0
27053,10/2016,1.0,9831636876.0
27054,10/2016,1.0,9832270497.0
27055,10/2016,1.0,9832904161.0
27056,10/2016,1.0,9833537866.0
27057,10/2016,1.0,9834171613.0
27058,10/2016,1.0,9834805403.0
27059,10/2016,1.0,9835439237.0
27060,10/2016,1.0,9836073114.0
27061,10/2016,1.0,9836707034.0
27062,10/2016,1.0,9837340995.0
27063,10/2016,2.0,9837974998.0
27064,10/2016,2.0,9838609045.0
27065,10/2016,2.0,9839243134.0
27066,10/2016,2.0,9839877265.0
27067,10/2016,2.0,9840511436.0
27068,10/2016,2.0,9841145646.0
27069,10/2016,2.0,9841779899.0
27070,10/2016,2.0,9842414199.0
27071,10/2016,2.0,9843048546.0
27072,10/2016,2.0,9843682938.0
27073,10/2016,2.0,9844317376.0
27074,10/2016,2.0,9844951858.0
27075,10/2016,2.0,9845586381.0
27076,10/2016,2.0,9846220946.0
27077,10/2016,2.0,9846855550.0
27078,10/2016,2.0,9847490198.0
27079,10/2016,2.0,9848124890.0
27080,10/2016,3.0,9848759623.0
27081,10/2016,3.0,9849394396.0
27082,10/2016,3.0,9850029208.0
27083,10/2016,3.0,9850664057.0
27084,10/2016,3.0,9851298937.0
27085,10/2016,3.0,9851933848.0
27086,10/2016,1.0,9852568804.0
27087,10/2016,1.0,9853203794.0
27088,10/2016,1.0,9853838819.0
27089,10/2016,1.0,9854473883.0
27090,10/2016,1.0,9855108988.0
27091,10/2016,1.0,9855744134.0
27092,10/2016,1.0,9856379320.0
27093,10/2016,1.0,9857014545.0
27094,10/2016,1.0,9857649810.0
27095,10/2016,1.0,9858285115.0
27096,10/2016,1.0,9858920460.0
27097,10/2016,1.0,9859555847.0
27098,10/2016,1.0,9860191276.0
27099,10/2016,1.0,9860826748.0
27100,10/2016,1.0,9861462261.0
27101,10/2016,2.0,9862097814.0
27102,10/2016,2.0,9862733403.0
27103,10/2016,2.0,9863369029.0
27104,10/2016,2.0,9864004694.0
27105,10/2016,2.0,9864640400.0
27106,10/2016,2.0,9865276145.0
27107,10/2016,2.0,9865911931.0
27108,10/2016,2.0,9866547758.0
27109,10/2016,2.0,9867183625.0
27110,10/2016,2.0,9867819534.0
27111,10/2016,2.0,9868455485.0
27112,10/2016,2.0,9869091479.0
27113,10/2016,2.0,9869727513.0
27114,10/2016,2.0,9870363586.0
27115,10/2016,2.0,9870999697.0
27116,10/2016,2.0,9871635845.0
27117,10/2016,2.0,9872272031.0
27118,10/2016,3.0,9872908254.0
27119,10/2016,3.0,9873544514.0
27120,10/2016,3.0,9874180810.0
27121,10/2016,3.0,9874817138.0
27122,10/2016,3.0,9875453496.0
27123,10/2016,3.0,9876089883.0
27124,10/2016,1.0,9876726282.0
27125,10/2016,1.0,9877362716.0
27126,10/2016,1.0,9877999192.0
27127,10/2016,1.0,9878635713.0
27128,10/2016,1.0,9879272279.0
27129,10/2016,1.0,9879908895.0
27130,10/2016,1.0,9880545559.0
27131,10/2016,1.0,9881182272.0
27132,10/2016,1.0,9881819034.0
27133,10/2016,1.0,9882455840.0
27134,10/2016,1.0,9883092691.0
27135,10/2016,2.0,9883729620.0
27136,10/2016,2.0,9884366601.0
27137,10/2016,2.0,9885003629.0
27138,10/2016,2.0,9885640707.0
27139,10/2016,2.0,9886277833.0
27140,10/2016,2.0,9886915004.0
27141,10/2016,2.0,9887552220.0
27142,10/2016,2.0,9888189479.0
27143,10/2016,2.0,9888826779.0
27144,10/2016,3.0,9889464120.0
27145,10/2016,3.0,9890101501.0
27146,10/2016,3.0,9890738920.0
27147,10/2016,3.0,9891376371.0
27148,10/2016,3.0,9892013846.0
27149,10/2016,3.0,9892651321.0
27150,10/2016,3.0,9893288796.0
27151,10/2016,3.0,9893926271.0
27152,10/2016,3.0,9894563746.0
27153,10/2016,3.0,9895201221.0
27154,10/2016,3.0,9895838696.0
27155,10/2016,3.0,9896476171.0
27156,10/2016,3.0,9897113646.0
27157,10/2016,3.0,9897751121.0
27158,10/2016,3.0,9898388596.0
27159,10/2016,3.0,9899026071.0
27160,10/2016,3.0,9899663546.0
27161,10/2016,,9900301021.0
27162,10/2016,,9900938496.0
27163,10/2016,,9901575971.0
27164,10/2016,1.0,9902213456.0
27165,10/2016,1.0,9902850979.0
27166,10/2016,1.0,9903488549.0
27167,10/2016,1.0,9904126169.0
27168,10/2016,1.0,9904763833.0
27169,10/2016,1.0,9905401550.0
27170,10/2016,1.0,9906039325.0
27171,10/2016,1.0,9906677160.0
27172,10/2016,1.0,9907315056.0
27173,10/2016,1.0,9907953015.0
27174,10/2016,1.0,9908591039.0
27175,10/2016,1.0,9909229131.0
27176,10/2016,1.0,9909867288.0
27177,10/2016,1.0,9910505504.0
27178,10/2016,1.0,9911143780.0
27179,10/2016,1.0,9911782116.0
27180,10/2016,1.0,9912420512.0
27181,10/2016,2.0,9913058963.0
27182,10/2016,2.0,9913697465.0
27183,10/2016,2.0,9914336016.0
27184,10/2016,2.0,9914974617.0
27185,10/2016,2.0,9915613271.0
27186,10/2016,2.0,9916251983.0
27187,10/2016,2.0,9916890751.0
27188,10/2016,2.0,9917529574.0
27189,10/2016,2.0,9918168453.0
27190,10/2016,2.0,9918807391.0
27191,10/2016,2.0,9919446390.0
27192,10/2016,2.0,9920085449.0
27193,10/2016,2.0,9920724565.0
27194,10/2016,2.0,9921363737.0
27195,10/2016,2.0,9922002965.0
27196,10/2016,2.0,9922642247.0
27197,10/2016,2.0,9923281584.0
27198,10/2016,3.0,9923920975.0
27199,10/2016,3.0,9924560419.0
27200,10/2016,3.0,9925199915.0
27201,10/2016,3.0,9925839463.0
27202,10/2016,3.0,9926479061.0
27203,10/2016,3.0,9927118710.0
27204,10/2016,3.0,9927758411.0
27205,10/2016,3.0,9928398160.0
27206,10/2016,3.0,9929037954.0
27207,10/2016,3.0,9929677789.0
27208,10/2016,3.0,9930317663.0
27209,10/2016,3.0,9930957570.0
27210,10/2016,3.0,9931597505.0
27211,10/2016,3.0,9932237465.0
27212,10/2016,2.0,9932877428.0
27213,10/2016,2.0,9933517391.0
27214,10/2016,1.0,9934157359.0
27215,10/2016,1.0,9934797359.0
27216,10/2016,1.0,9935437391.0
27217,10/2016,1.0,9936077457.0
27218,10/2016,1.0,9936717560.0
27219,10/2016,1.0,9937357700.0
27220,10/2016,1.0,9937997880.0
27221,10/2016,1.0,9938638104.0
27222,10/2016,1.0,9939278372.0
27223,10/2016,1.0,9939918688.0
27224,10/2016,1.0,9940559057.0
27225,10/2016,1.0,9941199481.0
27226,10/2016,1.0,9941839965.0
27227,10/2016,1.0,9942480512.0
27228,10/2016,1.0,9943121124.0
27229,10/2016,1.0,9943761801.0
27230,10/2016,1.0,9944402542.0
27231,10/2016,1.0,9945043348.0
27232,10/2016,1.0,9945684219.0
27233,10/2016,1.0,9946325152.0
27234,10/2016,1.0,9946966148.0
27235,10/2016,1.0,9947607199.0
27236,10/2016,2.0,9948248301.0
27237,10/2016,2.0,9948889453.0
27238,10/2016,2.0,9949530652.0
27239,10/2016,2.0,9950171899.0
27240,10/2016,2.0,9950813201.0
27241,10/2016,2.0,9951454563.0
27242,10/2016,2.0,9952095987.0
27243,10/2016,2.0,9952737474.0
27244,10/2016,2.0,9953379023.0
27245,10/2016,2.0,9954020634.0
27246,10/2016,2.0,9954662302.0
27247,10/2016,2.0,9955304029.0
27248,10/2016,2.0,9955945812.0
27249,10/2016,2.0,9956587654.0
27250,10/2016,2.0,9957229555.0
27251,10/2016,2.0,9957871514.0
27252,10/2016,2.0,9958513532.0
27253,10/2016,3.0,9959155610.0
27254,10/2016,3.0,9959797747.0
27255,10/2016,3.0,9960439943.0
27256,10/2016,3.0,9961082194.0
27257,10/2016,3.0,9961724496.0
27258,10/2016,3.0,9962366844.0
27259,10/2016,3.0,9963009237.0
27260,10/2016,3.0,9963651676.0
27261,10/2016,3.0,9964294158.0
27262,10/2016,3.0,9964936682.0
27263,10/2016,3.0,9965579244.0
27264,10/2016,1.0,9966221846.0
27265,10/2016,1.0,9966864494.0
27266,10/2016,1.0,9967507195.0
27267,10/2016,1.0,9968149954.0
27268,10/2016,1.0,9968792774.0
27269,10/2016,1.0,9969435656.0
27270,10/2016,1.0,9970078602.0
27271,10/2016,1.0,9970721611.0
27272,10/2016,1.0,9971364681.0
27273,10/2016,1.0,9972007812.0
27274,10/2016,1.0,9972651005.0
27275,10/2016,1.0,9973294260.0
27276,10/2016,1.0,9973937576.0
27277,10/2016,1.0,9974580956.0
27278,10/2016,1.0,9975224405.0
27279,10/2016,1.0,9975867925.0
27280,10/2016,1.0,9976511521.0
27281,10/2016,1.0,9977155189.0
27282,10/2016,2.0,9977798924.0
27283,10/2016,2.0,9978442722.0
27284,10/2016,2.0,9979086577.0
27285,10/2016,2.0,9979730484.0
27286,10/2016,2.0,9980374443.0
27287,10/2016,2.0,9981018461.0
27288,10/2016,2.0,9981662541.0
27289,10/2016,2.0,9982306684.0
27290,10/2016,2.0,9982950891.0
27291,10/2016,2.0,9983595161.0
27292,10/2016,2.0,9984239497.0
27293,10/2016,2.0,9984883897.0
27294,10/2016,2.0,9985528360.0
27295,10/2016,2.0,9986172887.0
27296,10/2016,2.0,9986817481.0
27297,10/2016,2.0,9987462142.0
27298,10/2016,2.0,9988106867.0
27299,10/2016,2.0,9988751657.0
27300,10/2016,3.0,9989396505.0
27301,10/2016,3.0,9990041408.0
27302,10/2016,3.0,9990686365.0
27303,10/2016,3.0,9991331376.0
27304,10/2016,3.0,9991976439.0
27305,10/2016,3.0,9992621555.0
27306,10/2016,3.0,9993266723.0
27307,10/2016,3.0,9993911938.0
27308,10/2016,3.0,9994557198.0
27309,10/2016,3.0,9995202498.0
27310,10/2016,3.0,9995847834.0
27311,10/2016,1.0,9996493212.0
27312,10/2016,1.0,9997138635.0
27313,10/2016,1.0,9997784110.0
27314,10/2016,1.0,9998429640.0
27315,10/2016,1.0,9999075230.0
27316,10/2016,1.0,9999720882.0
27317,10/2016,1.0,10000366598.0
27318,10/2016,1.0,10001012375.0
27319,10/2016,1.0,10001658218.0
27320,10/2016,1.0,10002304127.0
27321,10/2016,1.0,10002950103.0
27322,10/2016,1.0,10003596147.0
27323,10/2016,1.0,10004242262.0
27324,10/2016,1.0,10004888447.0
27325,10/2016,1.0,10005534704.0
27326,10/2016,1.0,10006181027.0
27327,10/2016,1.0,10006827412.0
27328,10/2016,1.0,10007473859.0
27329,10/2016,2.0,10008120361.0
27330,10/2016,2.0,10008766918.0
27331,10/2016,2.0,10009413531.0
27332,10/2016,2.0,10010060195.0
27333,10/2016,2.0,10010706909.0
27334,10/2016,2.0,10011353680.0
27335,10/2016,2.0,10012000514.0
27336,10/2016,2.0,10012647408.0
27337,10/2016,2.0,10013294367.0
27338,10/2016,2.0,10013941389.0
27339,10/2016,2.0,10014588468.0
27340,10/2016,2.0,10015235603.0
27341,10/2016,2.0,10015882790.0
27342,10/2016,2.0,10016530028.0
27343,10/2016,2.0,10017177315.0
27344,10/2016,2.0,10017824654.0
27345,10/2016,2.0,10018472043.0
27346,10/2016,3.0,10019119480.0
27347,10/2016,1.0,10019766928.0
27348,10/2016,1.0,10020414420.0
27349,10/2016,1.0,10021061959.0
27350,10/2016,1.0,10021709541.0
27351,10/2016,1.0,10022357165.0
27352,10/2016,1.0,10023004830.0
27353,10/2016,1.0,10023652532.0
27354,10/2016,1.0,10024300271.0
27355,10/2016,2.0,10024948045.0
27356,10/2016,2.0,10025595854.0
27357,10/2016,2.0,10026243697.0
27358,10/2016,2.0,10026891572.0
27359,10/2016,2.0,10027539482.0
27360,10/2016,2.0,10028187433.0
27361,10/2016,2.0,10028835423.0
27362,10/2016,2.0,10029483452.0
27363,10/2016,2.0,10030131519.0
27364,10/2016,2.0,10030779625.0
27365,10/2016,2.0,10031427771.0
27366,10/2016,2.0,10032075957.0
27367,10/2016,2.0,10032724184.0
27368,10/2016,2.0,10033372450.0
27369,10/2016,2.0,10034020755.0
27370,10/2016,2.0,10034669095.0
27371,10/2016,2.0,10035317472.0
27372,10/2016,3.0,10035965886.0
27373,10/2016,3.0,10036614331.0
27374,10/2016,1.0,10037262819.0
27375,10/2016,1.0,10037911337.0
27376,10/2016,1.0,10038559892.0
27377,10/2016,1.0,10039208487.0
27378,10/2016,1.0,10039857129.0
27379,10/2016,1.0,10040505821.0
27380,10/2016,1.0,10041154567.0
27381,10/2016,1.0,10041803368.0
27382,10/2016,1.0,10042452228.0
27383,10/2016,1.0,10043101147.0
27384,10/2016,1.0,10043750128.0
27385,10/2016,1.0,10044399172.0
27386,10/2016,1.0,10045048278.0
27387,10/2016,1.0,10045697446.0
27388,10/2016,1.0,10046346679.0
27389,10/2016,1.0,10046995976.0
27390,10/2016,1.0,10047645336.0
27391,10/2016,1.0,10048294762.0
27392,10/2016,1.0,10048944252.0
27393,10/2016,1.0,10049593808.0
27394,10/2016,1.0,10050243425.0
27395,10/2016,2.0,10050893097.0
27396,10/2016,2.0,10051542825.0
27397,10/2016,2.0,10052192607.0
27398,10/2016,2.0,10052842438.0
27399,10/2016,2.0,10053492318.0
27400,10/2016,2.0,10054142255.0
27401,10/2016,2.0,10054792253.0
27402,10/2016,2.0,10055442309.0
27403,10/2016,2.0,10056092425.0
27404,10/2016,2.0,10056742601.0
27405,10/2016,2.0,10057392834.0
27406,10/2016,2.0,10058043123.0
27407,10/2016,2.0,10058693470.0
27408,10/2016,2.0,10059343880.0
27409,10/2016,2.0,10059994355.0
27410,10/2016,2.0,10060644895.0
27411,10/2016,2.0,10061295494.0
27412,10/2016,3.0,10061946152.0
27413,10/2016,3.0,10062596868.0
27414,10/2016,3.0,10063247642.0
27415,10/2016,3.0,10063898471.0
27416,10/2016,3.0,10064549354.0
27417,10/2016,3.0,10065200289.0
27418,10/2016,3.0,10065851273.0
27419,10/2016,3.0,10066502305.0
27420,10/2016,3.0,10067153382.0
27421,10/2016,3.0,10067804498.0
27422,10/2016,3.0,10068455650.0
27423,10/2016,3.0,10069106835.0
27424,10/2016,2.0,10069758034.0
27425,10/2016,2.0,10070409252.0
27426,10/2016,1.0,10071060491.0
27427,10/2016,1.0,10071711756.0
27428,10/2016,1.0,10072363047.0
27429,10/2016,1.0,10073014370.0
27430,10/2016,1.0,10073665733.0
